,CODIGO DEP,DEPARTAMENTO,CODIGO MUN,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUP DE CULTIVO,CULTIVO,DESAGREGACION REGIONAL Y/O SISTEMA PRODUCTIVO,YEAR,PERIODO,Area Sembrada (ha),Area Cosechada (ha),Produccion (t),Rendimiento (t/ha),ESTADO FISICO PRODUCCION,NOMBRE CIENTIFICO,CICLO DE CULTIVO
2815,25,CUNDINAMARCA,25506,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,28,20,300,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2816,25,CUNDINAMARCA,25489,NIMAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,28,14,97,7.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2817,25,CUNDINAMARCA,25662,SAN JUAN DE RIOSECO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,27,20,160,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2818,25,CUNDINAMARCA,25875,VILLETA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,25,9,27,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2819,25,CUNDINAMARCA,25805,TIBACUY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,23,13,39,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2820,25,CUNDINAMARCA,25867,VIANI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,23,2,4,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2821,25,CUNDINAMARCA,25807,TIBIRITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,22,19,76,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2822,25,CUNDINAMARCA,25777,SUPATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,20,13,104,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2823,25,CUNDINAMARCA,25035,ANAPOIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,20,15,175,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2824,25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,20,14,44,3.07,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2825,25,CUNDINAMARCA,25658,SAN FRANCISCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,17,9,63,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2826,25,CUNDINAMARCA,25258,EL PEÑON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,15,2,6,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2827,25,CUNDINAMARCA,25245,EL COLEGIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,15,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2828,25,CUNDINAMARCA,25001,AGUA DE DIOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,11,11,101,9.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2829,25,CUNDINAMARCA,25592,QUEBRADANEGRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,11,4,24,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2830,25,CUNDINAMARCA,25580,PULI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,9,9,44,5.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2831,25,CUNDINAMARCA,25299,GAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,5,2,8,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2832,25,CUNDINAMARCA,25019,ALBAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,3,2,9,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2833,25,CUNDINAMARCA,25086,BELTRAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,1,1,2,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2834,94,GUAINIA,94001,INIRIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,1,1,1,1.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2835,41,HUILA,41551,PITALITO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,158,42,498,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2836,41,HUILA,41020,ALGECIRAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,121,36,360,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2837,41,HUILA,41396,LA PLATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,110,63,690,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2838,41,HUILA,41660,SALADOBLANCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,103,55,440,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2839,41,HUILA,41306,GIGANTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,102,56,560,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2840,41,HUILA,41359,ISNOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,89,42,498,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2841,41,HUILA,41791,TARQUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,81,32,320,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2842,41,HUILA,41668,SAN AGUSTIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,77,24,212,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2843,41,HUILA,41298,GARZON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,74,32,448,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2844,41,HUILA,41676,SANTA MARIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,73,60,600,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2845,41,HUILA,41001,NEIVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,67,37,370,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2846,41,HUILA,41530,PALESTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,47,33,330,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2847,41,HUILA,41548,PITAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,47,11,99,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2848,41,HUILA,41503,OPORAPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,45,17,170,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2849,41,HUILA,41378,LA ARGENTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,44,19,247,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2850,41,HUILA,41770,SUAZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,42,7,70,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2851,41,HUILA,41799,TELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,33,9,81,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2852,41,HUILA,41357,IQUIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,33,5,57,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2853,41,HUILA,41244,ELIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,32,16,155,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2854,41,HUILA,41132,CAMPOALEGRE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,30,18,146,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2855,41,HUILA,41518,PAICOL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,24,1,7,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2856,41,HUILA,41319,GUADALUPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,23,5,60,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2857,41,HUILA,41807,TIMANA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,23,5,40,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2858,41,HUILA,41615,RIVERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,22,11,105,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2859,41,HUILA,41801,TERUEL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,20,19,190,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2860,41,HUILA,41524,PALERMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,19,12,132,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2861,41,HUILA,41013,AGRADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,18,3,30,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2862,41,HUILA,41006,ACEVEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,17,5,50,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2863,41,HUILA,41016,AIPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,14,5,60,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2864,41,HUILA,41483,NATAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,12,3,33,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2865,41,HUILA,41078,BARAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,11,8,96,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2866,41,HUILA,41026,ALTAMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,10,3,25,8.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2867,41,HUILA,41206,COLOMBIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,7,5,60,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2868,41,HUILA,41349,HOBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2869,41,HUILA,41797,TESALIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,5,4,29,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2870,44,LA GUAJIRA,44855,URUMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,196,184,920,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2871,44,LA GUAJIRA,44090,DIBULLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,87,87,435,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2872,44,LA GUAJIRA,44078,BARRANCAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,46,42,168,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2873,44,LA GUAJIRA,44110,EL MOLINO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,39,39,195,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2874,44,LA GUAJIRA,44001,RIOHACHA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,33,33,132,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2875,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,29,27,108,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2876,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,28,28,112,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2877,44,LA GUAJIRA,44874,VILLANUEVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,22,19,76,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2878,44,LA GUAJIRA,44279,FONSECA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,21,15,90,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2879,44,LA GUAJIRA,44098,DISTRACCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,16,16,80,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2880,50,META,50400,LEJANIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,215,155,1705,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2881,50,META,50330,MESETAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,145,110,1320,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2882,50,META,50270,EL DORADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,135,100,750,7.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2883,50,META,50683,SAN JUAN DE ARAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,69,57,456,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2884,50,META,50001,VILLAVICENCIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,55,20,240,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2885,50,META,50313,GRANADA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,42,28,280,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2886,50,META,50370,LA URIBE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,25,3,33,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2887,50,META,50287,FUENTE DE ORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,20,20,160,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2888,50,META,50251,EL CASTILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,17,2,18,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2889,50,META,50711,VISTA HERMOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,16,10,110,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2890,50,META,50223,SAN LUIS DE CUBARRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,15,9,117,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2891,50,META,50318,GUAMAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,14,9,81,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2892,50,META,50577,PUERTO LLERAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,7,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2893,50,META,50226,CUMARAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,3,2,18,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2894,50,META,50686,SAN JUANITO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,2,2,18,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2895,52,NARIÑO,52687,SAN LORENZO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,45,22,22,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2896,52,NARIÑO,52079,BARBACOAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,33,23,92,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2897,52,NARIÑO,52240,CHACHAGUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,26,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2898,52,NARIÑO,52019,ALBAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,22,17,68,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2899,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,22,10,40,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2900,52,NARIÑO,52835,TUMACO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,20,20,100,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2901,52,NARIÑO,52786,TAMINANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,18,10,57,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2902,52,NARIÑO,52256,EL ROSARIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,17,15,60,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2903,52,NARIÑO,52203,COLON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,13,10,27,2.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2904,52,NARIÑO,52678,SAMANIEGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,11,4,8,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2905,52,NARIÑO,52405,LEIVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,8,8,24,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2906,52,NARIÑO,52320,GUAITARILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,8,4,4,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2907,52,NARIÑO,52411,LINARES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,7,2,18,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2908,52,NARIÑO,52473,MOSQUERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,5,5,25,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2909,52,NARIÑO,52540,POLICARPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,5,3,6,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2910,52,NARIÑO,52520,FRANCISCO PIZARRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,4,4,16,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2911,52,NARIÑO,52427,MAGUI PAYAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,4,4,16,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2912,52,NARIÑO,52683,SANDONA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,4,1,2,2.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2913,52,NARIÑO,52352,ILES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,2,2,5,3.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2914,52,NARIÑO,52250,EL CHARCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,1,1,4,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2915,52,NARIÑO,52390,LA TOLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,1,1,4,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2916,54,NORTE DE SANTANDER,54206,CONVENCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,165,165,2475,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2917,54,NORTE DE SANTANDER,54498,OCAÑA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,100,10,100,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2918,54,NORTE DE SANTANDER,54099,BOCHALEMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,87,3,36,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2919,54,NORTE DE SANTANDER,54245,EL CARMEN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,83,27,405,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2920,54,NORTE DE SANTANDER,54800,TEORAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,60,30,240,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2921,54,NORTE DE SANTANDER,54385,LA ESPERANZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,47,47,564,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2922,54,NORTE DE SANTANDER,54239,DURANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,41,13,38,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2923,54,NORTE DE SANTANDER,54003,ABREGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,38,38,365,9.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2924,54,NORTE DE SANTANDER,54377,LABATECA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,36,34,170,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2925,54,NORTE DE SANTANDER,54261,EL ZULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,33,21,246,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2926,54,NORTE DE SANTANDER,54398,LA PLAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,32,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2927,54,NORTE DE SANTANDER,54820,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,30,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2928,54,NORTE DE SANTANDER,54109,BUCARASICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,27,24,360,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2929,54,NORTE DE SANTANDER,54128,CACHIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,26,23,270,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2930,54,NORTE DE SANTANDER,54418,LOURDES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,18,14,98,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2931,54,NORTE DE SANTANDER,54172,CHINACOTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,15,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2932,54,NORTE DE SANTANDER,54670,SAN CALIXTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,12,5,20,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2933,54,NORTE DE SANTANDER,54051,ARBOLEDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,10,9,90,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2934,54,NORTE DE SANTANDER,54313,GRAMALOTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,3,1,3,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2935,54,NORTE DE SANTANDER,54518,PAMPLONA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,3,3,24,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2936,54,NORTE DE SANTANDER,54680,SANTIAGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,3,3,30,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2937,86,PUTUMAYO,86749,SIBUNDOY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,5,5,100,20,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2938,86,PUTUMAYO,86219,COLON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,4,4,32,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2939,86,PUTUMAYO,86755,SAN FRANCISCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,3,3,18,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2940,63,QUINDIO,63470,MONTENEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,659,364,2549,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2941,63,QUINDIO,63001,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,431,190,1900,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2942,63,QUINDIO,63272,FILANDIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,297,185,1073,5.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2943,63,QUINDIO,63594,QUIMBAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,293,219,1686,7.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2944,63,QUINDIO,63548,PIJAO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,240,240,1200,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2945,63,QUINDIO,63130,CALARCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,185,152,1125,7.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2946,63,QUINDIO,63690,SALENTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,183,103,515,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2947,63,QUINDIO,63401,LA TEBAIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,174,145,1740,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2948,63,QUINDIO,63190,CIRCASIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,54,54,388,7.19,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2949,63,QUINDIO,63212,CORDOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,27,27,162,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
2950,63,QUINDIO,63302,GENOVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2015,2015,26,26,130,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
